date,Conductivity (S/m),Density (kg/m3),Practical Salinity (psu),Pressure (decibar),Temperature (C),Turbidity (NTU),Chlorophyll (ug/l),Oxygen Concentration Corrected (ml/l)
19-11-2017 16:00:00,3.150905556,1022.469203,29.03143302,9.347513889,9.150909444,22.52809114,0.912777778,5.248239628566748
19-11-2017 17:00:00,3.146056917,1022.431385,28.98392769,9.119444444,9.148693333,21.96218056,0.858194444,5.24798628606409
19-11-2017 18:00:00,3.145313885,1022.426272,28.97793233,8.964834768,9.146833657,13.59975007,0.672236879,5.247732943561431
19-11-2017 19:00:00,3.142518806,1022.387835,28.93271776,8.957913889,9.1676025,12.17241667,0.656361111,5.247479601058773
19-11-2017 20:00:00,3.164389639,1022.539568,29.13209168,9.022766667,9.195985556,7.268066667,0.894354167,5.247226258556115
19-11-2017 21:00:00,3.179251902,1022.621999,29.24592098,9.11542627,9.24191669,3.818533333,0.552256318,5.246972916053456
19-11-2017 22:00:00,3.17758275,1022.584289,29.20305417,9.231005556,9.273512778,1.512152778,0.405375,5.246719573550798
19-11-2017 23:00:00,3.191186111,1022.681876,29.32936213,9.484991667,9.288060833,2.876739855,0.358555556,5.246466231048139
20-11-2017 00:00:00,3.199629825,1022.737193,29.40231118,9.644115523,9.303693141,1.093704527,0.579234935,5.246212888545481
20-11-2017 01:00:00,3.187442806,1022.660217,29.2996019,9.494405556,9.277903611,2.086308333,1.589395833,5.2459595460428226
20-11-2017 02:00:00,3.184099139,1022.632851,29.26677168,9.076142738,9.276707581,4.185265204,0.624680644,5.245706203540164
20-11-2017 03:00:00,3.173949917,1022.569524,29.18450148,8.441286111,9.251393611,15.10196444,0.672909722,5.2454528610375055
20-11-2017 04:00:00,3.17252775,1022.564262,29.17952338,7.770047222,9.240104167,6.249475,0.539888889,5.245199518534847
20-11-2017 05:00:00,3.165982033,1022.526771,29.13076946,7.188400444,9.218518189,3.251524577,0.652575673,5.2449461760321885
20-11-2017 06:00:00,3.171348417,1022.558874,29.1763897,6.787269444,9.229733889,4.016908333,0.484083333,5.24469283352953
20-11-2017 07:00:00,3.174088917,1022.578664,29.20293973,6.638336111,9.231476111,2.017880556,0.501902778,5.2444394910268715
20-11-2017 08:00:00,3.168399833,1022.533767,29.14544829,6.621946681,9.230987503,2.627572383,0.75538045,5.244186148524213
20-11-2017 09:00:00,3.167126139,1022.507701,29.11583715,6.649194444,9.251386667,5.91514628,0.537930556,5.243932806021554
20-11-2017 10:00:00,3.153125528,1022.390642,28.96400728,7.349547222,9.262825833,2.177444444,0.481111111,5.243679463518896
20-11-2017 11:00:00,3.150255485,1022.37353,28.93666799,8.186431547,9.260157734,1.444362677,0.39997223,5.243426121016238
20-11-2017 12:00:00,3.176144472,1022.574321,29.19111212,8.986244444,9.270365556,0.899724924,0.372034722,5.243172778513579
20-11-2017 13:00:00,3.192643278,1022.701687,29.35227022,9.577744444,9.278156667,1.070708846,0.534166667,5.242919436010921
20-11-2017 14:00:00,3.185281922,1022.657938,29.29119178,9.878364343,9.261166898,1.346395446,0.672590947,5.242666093508262
20-11-2017 15:00:00,3.189643083,1022.698916,29.34232737,9.836027778,9.252951944,6.224927667,0.494888889,5.242412751005604
20-11-2017 16:00:00,3.196522022,1022.754708,29.4145115,9.626462094,9.250420716,8.109202999,0.640162455,5.242159408502946
20-11-2017 17:00:00,3.183942028,1022.669288,29.30282047,9.366527778,9.230596111,4.566824118,0.439916667,5.241906066000287
20-11-2017 18:00:00,3.185405528,1022.673309,29.31087449,9.149397222,9.23905,1.821125,0.408881944,5.241652723497629
20-11-2017 19:00:00,3.178292058,1022.619402,29.24159981,9.067206332,9.235299361,1.40839489,1.769911136,5.24139938099497
20-11-2017 20:00:00,3.179578694,1022.622222,29.24713633,9.042477778,9.244521111,1.742455556,0.941847222,5.241146038492312
20-11-2017 21:00:00,3.183368333,1022.642668,29.27540633,9.099619444,9.257051667,1.045365379,0.371201389,5.240892695989654
20-11-2017 22:00:00,3.180123438,1022.591789,29.21627703,9.124834768,9.28901083,0.761563455,0.478665648,5.240639353486995
20-11-2017 23:00:00,3.179142583,1022.59394,29.21598068,9.252347222,9.277103611,0.579291667,0.589131944,5.240386010984337
21-11-2017 00:00:00,3.185754361,1022.653592,29.28972395,9.438988889,9.269045833,0.581701891,0.346326389,5.240132668481678
21-11-2017 01:00:00,3.184846987,1022.649143,29.28323444,9.463468481,9.265687309,0.749605665,2.40557484,5.23987932597902
21-11-2017 02:00:00,3.179520167,1022.614395,29.23842593,9.143555556,9.254390278,0.668433333,6.410493056,5.239625983476362
21-11-2017 03:00:00,3.18089225,1022.634191,29.26400963,8.644461111,9.240428889,2.497677778,6.510659722,5.239372640973703
21-11-2017 04:00:00,3.151517884,1022.466463,29.03622129,8.013421272,9.153308803,2.648839211,7.655713691,5.239119298471045
21-11-2017 05:00:00,3.135439778,1022.371508,28.90971093,7.372855556,9.107715278,1.540225,1.708569444,5.238865955968386
21-11-2017 06:00:00,3.136586615,1022.366158,28.90870174,6.894981949,9.123700361,0.785448487,0.589121077,5.238612613465728
21-11-2017 07:00:00,3.154280806,1022.480187,29.06247966,6.63085,9.156373333,0.520183333,0.583319444,5.23835927096307
21-11-2017 08:00:00,3.153536139,1022.472754,29.05349782,6.596105556,9.158101111,0.546744444,0.374201389,5.238105928460411
21-11-2017 09:00:00,3.140253319,1022.348356,28.89892722,6.569402944,9.181917523,1.102846432,0.36641905,5.237852585957753
21-11-2017 10:00:00,3.152511389,1022.42718,29.00281466,6.898908333,9.207464444,1.545052778,0.349722222,5.237599243455094
21-11-2017 11:00:00,3.148814306,1022.402253,28.96588112,7.712672222,9.206228333,1.138288889,0.339076389,5.237345900952436
21-11-2017 12:00:00,3.152063677,1022.433319,29.0005132,8.514057206,9.203888364,0.724126631,0.326881422,5.237092558449778
21-11-2017 13:00:00,3.17092525,1022.574342,29.17982344,9.228083333,9.219043889,0.545244444,3.401388889,5.236839215947119
21-11-2017 14:00:00,3.179632472,1022.637863,29.26007755,9.742438889,9.229056111,0.910020138,1.478201389,5.236585873444461
21-11-2017 15:00:00,3.166639072,1022.557374,29.15083373,9.868244932,9.200805332,1.868305556,0.390155512,5.236332530941802
21-11-2017 16:00:00,3.179744806,1022.662815,29.28599526,9.776483333,9.198780833,3.674051125,0.972965278,5.2360791884391436
21-11-2017 17:00:00,3.168989225,1022.597317,29.19850143,9.515456818,9.171906137,3.88932241,4.654234935,5.2358258459364855
21-11-2017 18:00:00,3.158390222,1022.542849,29.12268653,9.268394444,9.132586111,2.670461111,0.5059375,5.2355725034338265
21-11-2017 19:00:00,3.163198917,1022.576456,29.16785102,9.061541667,9.137424722,0.703791667,0.373118056,5.2353191609311684
21-11-2017 20:00:00,3.171494335,1022.620466,29.22991067,8.987553457,9.164997778,0.574448764,2.475270758,5.2350658184285095
21-11-2017 21:00:00,3.183000806,1022.686409,29.32062953,8.976961111,9.197295278,0.493286111,0.326479167,5.234812475925851
21-11-2017 22:00:00,3.184364111,1022.684111,29.32053429,9.050661111,9.214411389,0.538716667,0.307611111,5.234559133423193
21-11-2017 23:00:00,3.159090669,1022.458131,29.0369675,9.118119967,9.246683144,1.483215773,0.280901139,5.234305790920534
22-11-2017 00:00:00,3.173724278,1022.586548,29.19768235,9.274966667,9.232050556,0.493994444,0.281243056,5.234052448417876
22-11-2017 01:00:00,3.186876417,1022.690741,29.33062889,9.391611111,9.233103056,12.15939444,0.340708333,5.233799105915217
22-11-2017 02:00:00,3.174988253,1022.606242,29.22042987,9.298697584,9.219929186,0.615848375,0.857095251,5.233545763412559
22-11-2017 03:00:00,3.173717806,1022.599272,29.21236288,8.962175,9.214141944,1.070291667,9.252520833,5.233292420909901
22-11-2017 04:00:00,3.146641444,1022.438192,28.99537995,8.443975,9.142251389,2.589296636,0.400166667,5.233039078407242
22-11-2017 05:00:00,3.137375312,1022.398022,28.93875185,7.828755901,9.095983338,1.372696473,0.428651763,5.232785735904584
22-11-2017 06:00:00,3.132221722,1022.37204,28.90440518,7.296216667,9.0737875,1.050077778,0.456916667,5.232532393401925
22-11-2017 07:00:00,3.138750791,1022.410022,28.95827588,6.915242988,9.089669536,1.366217717,1.360663705,5.232279050899267
22-11-2017 08:00:00,3.145480056,1022.439396,29.00255617,6.751302778,9.119716944,1.271330556,4.527395833,5.232025708396609
22-11-2017 09:00:00,3.133576611,1022.331575,28.867594,6.773711111,9.136607222,0.863852778,6.381611111,5.23177236589395
22-11-2017 10:00:00,3.133371452,1022.297835,28.8321082,6.798894751,9.177859483,0.894682033,8.499465426,5.231519023391292
22-11-2017 11:00:00,3.155867972,1022.458074,29.03941495,7.298572222,9.204251111,1.171636111,3.084159722,5.231265680888633
22-11-2017 12:00:00,3.151419139,1022.43029,28.99841139,8.039497222,9.198633611,0.896925,2.702479167,5.231012338385975
22-11-2017 13:00:00,3.159486226,1022.494041,29.07607856,8.880305471,9.203664815,0.473126909,6.596119134,5.230758995883317
22-11-2017 14:00:00,3.176097222,1022.618092,29.23378741,9.521686111,9.217291111,0.428027778,9.164145833,5.230505653380658
22-11-2017 15:00:00,3.16363,1022.529729,29.1161503,9.910466667,9.205853611,0.688147222,0.5778125,5.230252310878
22-11-2017 16:00:00,3.172310664,1022.597215,29.20273129,9.950991391,9.20790336,3.635981992,0.345105526,5.229998968375341
22-11-2017 17:00:00,3.177747222,1022.628004,29.24585016,9.814502778,9.222936944,5.106573971,0.344173611,5.229745625872683
22-11-2017 18:00:00,3.163419583,1022.52194,29.10928708,9.572444444,9.211696667,6.104180556,1.479638889,5.229492283370025
22-11-2017 19:00:00,3.168850875,1022.558987,29.15918297,9.373318523,9.218390447,2.827153568,13.556206609,5.229238940867366
22-11-2017 20:00:00,3.186309,1022.669728,29.30853442,9.228744444,9.253073611,1.964455556,14.099993056,5.228985598364708
22-11-2017 21:00:00,3.205037517,1022.775673,29.45493187,9.179041933,9.306846154,2.287901029,0.704505693,5.228732255862049
22-11-2017 22:00:00,3.1892,1022.663316,29.30780806,9.168627778,9.289956944,1.766725,0.331381944,5.228478913359391
22-11-2017 23:00:00,3.1951785,1022.701937,29.35922224,9.211852778,9.301277778,0.723366667,0.306506944,5.228225570856733
23-11-2017 00:00:00,3.160793859,1022.436847,29.01771357,9.23115493,9.291684789,0.646791549,19.727119718,5.227972228354074
23-11-2017 01:00:00,3.176686828,1022.590592,29.20752322,9.296897747,9.256889775,0.461116118,18.664414414,5.227718885851416
23-11-2017 02:00:00,3.188820832,1022.680934,29.32468718,9.298512884,9.264515368,0.633107731,2.930083825,5.227465543348757
23-11-2017 03:00:00,3.174841044,1022.554621,29.16769968,9.085270758,9.282781727,5.111007831,0.392904749,5.227212200846099
23-11-2017 04:00:00,3.174563167,1022.557353,29.17183062,8.702675,9.274443056,1.244536111,0.402951389,5.2269588583434405
23-11-2017 05:00:00,3.165714472,1022.499017,29.09677629,8.1682,9.256429167,2.216889074,0.411784722,5.226705515840782
23-11-2017 06:00:00,3.156953902,1022.437354,29.01854433,7.613937795,9.243385171,1.868320356,0.402770064,5.2264521733381235
23-11-2017 07:00:00,3.155810497,1022.432192,29.012999,7.193585823,9.236106361,31.52458464,0.482450504,5.2261988308354645
23-11-2017 08:00:00,3.16021477,1022.464936,29.056259355,7.0300789555000005,9.238066877,16.193417732500002,0.418253616,5.2259454883328065
23-11-2017 09:00:00,3.164619043,1022.49768,29.09951971,6.866572088,9.240027393,0.862250825,0.354056728,5.225692145830148
23-11-2017 10:00:00,3.120506119,1022.1502,28.65377235,6.896982792,9.23714761,0.963869981,0.501959098,5.2254388033274894
23-11-2017 11:00:00,3.146012179,1022.350147,28.90952449,7.080769665,9.240993516,0.934677192,0.313638286,5.225185460824831
23-11-2017 12:00:00,3.156462384,1022.443305,29.02339321,7.688066225,9.231218874,1.069986755,0.306109272,5.224932118322172
23-11-2017 13:00:00,3.151478629,1022.413647,28.97913249,8.486566319,9.222917139,0.647842027,0.300268256,5.224678775819514
23-11-2017 14:00:00,3.169261372,1022.552911,29.15473177,9.156603721,9.229086087,0.44272702,0.312260483,5.224425433316856
23-11-2017 15:00:00,3.17854075,1022.627869,29.2476878,9.7237,9.230601667,0.685988889,1.033006944,5.224172090814197
23-11-2017 16:00:00,3.162492083,1022.506986,29.09021354,9.943736111,9.223457222,1.305974026,1.0356875,5.223918748311539
23-11-2017 17:00:00,3.175513802,1022.613065,29.2254743,9.930388781,9.219996945,3.486133963,1.0933213,5.22366540580888
23-11-2017 18:00:00,3.177299833,1022.625416,29.24268327,9.734958333,9.221280278,4.401902778,13.256527778,5.223412063306222
23-11-2017 19:00:00,3.172406667,1022.578036,29.18525395,9.492086111,9.230724722,2.302302778,9.205680556,5.223158720803564
23-11-2017 20:00:00,3.178257762,1022.608088,29.22880268,9.275470703,9.250387115,1.134259928,1.492904749,5.222905378300905
23-11-2017 21:00:00,3.171998917,1022.536252,29.14290584,9.137138889,9.277839444,1.166141229,0.426652778,5.222652035798247
23-11-2017 22:00:00,3.176158194,1022.572718,29.18911393,9.061738889,9.272944722,0.751955556,0.322465278,5.222398693295588
23-11-2017 23:00:00,3.177149542,1022.575835,29.19437549,9.040477645,9.27886115,1.064893085,0.308365732,5.22214535079293
24-11-2017 00:00:00,3.161410472,1022.454612,29.03826641,9.030980556,9.274184167,0.652941667,0.286833333,5.221892008290272
24-11-2017 01:00:00,3.152744182,1022.386527,28.95092102,9.027109136,9.273346015,0.527225771,0.288454596,5.221638665787613
24-11-2017 02:00:00,3.179487944,1022.607225,29.23139942,9.047619444,9.262641111,0.464072222,0.295895833,5.221385323284955
24-11-2017 03:00:00,3.193085722,1022.704263,29.35859487,8.997688889,9.276214167,1.033891667,0.384395833,5.221131980782296
24-11-2017 04:00:00,3.17408556,1022.568903,29.18262404,8.751871702,9.255230492,0.611932796,0.478651763,5.220878638279638
24-11-2017 05:00:00,3.168435333,1022.537753,29.14117195,8.378852778,9.235780278,0.596383333,0.457208333,5.22062529577698
24-11-2017 06:00:00,3.164115389,1022.51927,29.11597005,7.893722222,9.212994444,1.057019444,0.354881944,5.220371953274321
24-11-2017 07:00:00,3.144996834,1022.400985,28.95854367,7.42424882,9.16751208,0.890752569,0.521674535,5.220118610771663
24-11-2017 08:00:00,3.144027056,1022.395167,28.95222864,7.093552778,9.163289444,0.727022222,0.467118056,5.219865268269004
24-11-2017 09:00:00,3.158266444,1022.48488,29.07354451,6.947069444,9.1924775,1.786097222,0.392013889,5.219611925766346
24-11-2017 10:00:00,3.146839045,1022.398162,28.96138847,6.97019439,9.187371563,0.69285754,0.374340461,5.219358583263688
24-11-2017 11:00:00,3.123091528,1022.192836,28.70228684,7.026941667,9.209213056,0.690144444,0.304555556,5.219105240761029
24-11-2017 12:00:00,3.145259761,1022.363228,28.92024719,7.361130242,9.218119967,0.719950014,0.312496529,5.218851898258371
24-11-2017 13:00:00,3.157082028,1022.454953,29.03503279,8.025986111,9.224480278,0.650994444,1.678951389,5.218598555755712
24-11-2017 14:00:00,3.158728472,1022.474635,29.05539111,8.695677778,9.219705833,0.455338889,0.915868056,5.218345213253054
24-11-2017 15:00:00,3.173918217,1022.589164,29.20036011,9.359586226,9.231133019,0.387478478,3.178082477,5.218091870750396
24-11-2017 16:00:00,3.182557972,1022.655876,29.2841366,9.801888889,9.236016389,0.923119955,3.815944444,5.217838528247737
24-11-2017 17:00:00,3.164065083,1022.524403,29.11125201,9.9542,9.217156111,0.606369444,0.327083333,5.217585185745079
24-11-2017 18:00:00,3.179840267,1022.648825,29.27106972,9.902085532,9.218117745,2.109636212,0.300888642,5.21733184324242
24-11-2017 19:00:00,3.173926583,1022.611732,29.22222837,9.6784,9.204320556,3.673319444,0.330451389,5.2170785007397615
24-11-2017 20:00:00,3.1614855,1022.526802,29.1111922,9.443922222,9.185261944,3.556841667,0.373354167,5.2168251582371035
24-11-2017 21:00:00,3.174187059,1022.598686,29.21139352,9.226064982,9.220982227,4.04383162,0.548174118,5.2165718157344445
24-11-2017 22:00:00,3.166630861,1022.53869,29.13530591,9.070644444,9.220163611,1.780363889,0.391069444,5.216318473231786
24-11-2017 23:00:00,3.163479861,1022.516596,29.1068613,8.952886111,9.215789722,3.298113889,0.4358125,5.2160651307291275
25-11-2017 00:00:00,3.17033038,1022.580648,29.18678055,8.901455151,9.203263538,1.71506526,0.388669814,5.215811788226469
25-11-2017 01:00:00,3.189218889,1022.70062,29.34795913,8.863594444,9.241305278,1.148527778,0.442868056,5.215558445723811
25-11-2017 02:00:00,3.176457734,1022.59208,29.21079737,8.845031936,9.250237989,0.79070536,0.323465704,5.215305103221152
25-11-2017 03:00:00,3.16662625,1022.512865,29.10970133,8.829944444,9.251613889,0.929325,0.385555556,5.215051760718494
25-11-2017 04:00:00,3.160277833,1022.478879,29.06249337,8.760769444,9.230374444,1.183625,0.511541667,5.214798418215835
25-11-2017 05:00:00,3.163328381,1022.533637,29.12619091,8.5448792,9.190324354,1.830452652,0.854582061,5.214545075713177
